id,data,esg_type,promise_status,promise_string,verification_timeline,evidence_status,evidence_string,evidence_quality
10504,為實現凱基金控2045年達成全資產組合淨零排放的目標，本公司設有內部碳定價制度，採用影子價格供內部參考，用以鼓勵降低碳排放，並分為自身營運及投融資部位內部碳定價。營運面我們專注於提升能源效率，並規劃再生能源和碳抵換等財務策略，以減少營運價值鏈的排放為目標。投融資部位則透過推動成本效益分析和壓力測試，鼓勵在風險評估及決策中考量氣候因素，從而識別和把握低碳機會，積極實踐低碳投資。,E,Yes,為實現凱基金控2045年達成全資產組合淨零排放的目標，,longer_than_5_years,Yes,本公司設有內部碳定價制度，採用影子價格供內部參考，用以鼓勵降低碳排放，並分為自身營運及投融資部位內部碳定價。營運面我們專注於提升能源效率，並規劃再生能源和碳抵換等財務策略，以減少營運價值鏈的排放為目標。投融資部位則透過推動成本效益分析和壓力測試，鼓勵在風險評估及決策中考量氣候因素，從而識別和把握低碳機會，積極實踐低碳投資。,Clear
10505,廣達每年持續執行溫室氣體盤查，涵蓋範疇一、二和三，並依據ISO 14064標準進行內外部查核與第三方驗證，確保數據透明與準確。為支持減碳行動，亦同步推動節能改善與再生能源導入。主要指標包括：各範疇(Scope 1、2、3)溫室氣體絕對排放量、再生能源使用比例、具SBT目標之供應商與客戶涵蓋率，以及重大氣候風險財務衝擊評估進程。廣達透過定期盤點與數據量化，系統性檢視氣候行動推准成效，並作為調整策略與資源配置之依據。展望長期，廣達進一步承諾於2050年實現淨零排放(Net Zero Emissions)的願景，並將持續依循TCFD、SBTi與ISSB等國際標準，滾動檢視目標與行動策略，強化低碳治理能力，引領企業邁向氣候韌性與永續成長。,E,Yes,廣達進一步承諾於2050年實現淨零排放(Net Zero Emissions)的願景，,longer_than_5_years,Yes,廣達每年持續執行溫室氣體盤查，涵蓋範疇一、二和三，並依據ISO 14064標準進行內外部查核與第三方驗證，確保數據透明與準確。為支持減碳行動，亦同步推動節能改善與再生能源導入。主要指標包括：各範疇(Scope 1、2、3)溫室氣體絕對排放量、再生能源使用比例、具SBT目標之供應商與客戶涵蓋率，以及重大氣候風險財務衝擊評估進程。廣達透過定期盤點與數據量化，系統性檢視氣候行動推准成效，並作為調整策略與資源配置之依據。,Clear
10506,聯電董事會中，所有獨立董事在加入本屆董事會之前均具有於科技產業或金融機構擔任職的業界經驗，同時累積企業風險管理的專業知識。其在擔任聯電董事期間，參與公司風險管理的政策規劃，審核公司的長期策略、監督並指導企業風險管理委員會的執行，協助公司改善風險管理文化與應對新興風險的潛在危機。其中，永續發展暨提名委員會由 6 位獨立董事組成，督導企業永續委員會與企業風險管理委員會，其於公司進行重要策略擬定與決策時，依其專業背景知識，同步考量公司可能伴隨之相關永續風險與機會。,G,Yes,永續發展暨提名委員會由 6 位獨立董事組成，督導企業永續委員會與企業風險管理委員會，其於公司進行重要策略擬定與決策時，依其專業背景知識，同步考量公司可能伴隨之相關永續風險與機會。,between_2_and_5_years,Yes,聯電董事會中，所有獨立董事在加入本屆董事會之前均具有於科技產業或金融機構擔任職的業界經驗，同時累積企業風險管理的專業知識。其在擔任聯電董事期間，參與公司風險管理的政策規劃，審核公司的長期策略、監督並指導企業風險管理委員會的執行，協助公司改善風險管理文化與應對新興風險的潛在危機。,Clear
10507,本年度報告書呈現統一超商在永續發展方面的觀點與具體作法，說明 2024 年公司治理、經濟、環境及社會面向的相關成果與未來規劃。同時，透過重大性評估流程（請參閱實踐永續管理章節），篩選出統一超商適用之重大主題，期望透過不同管道之揭露、溝通及回饋，為所有利害關係人創造最大共益，邁向最卓越零售商之目標。,E;S;G,Yes,邁向最卓越零售商之目標。,between_2_and_5_years,No,,N/A
10508,台達於 2021 年提前四年達成 2017 年所訂定的科學減碳目標（science-based target，簡稱 SBT），因此，再接再厲於 2022 年積極依據科學減碳目標倡議組織（Science Based Targets initiative，簡稱 SBTi）2021 年底所發布的淨零標準（Net-Zero Standard）訂定符合 1.5°C 減排路徑的目標，並於同年正式通過 SBTi 認可，成為亞洲高科技硬體設備產業首家、全球第 125 家通過淨零科學減碳目標（net-zero science-based target，簡稱 Net-Zero SBT）審查的企業。我們提出以 2021 年為基準年，2030 年 100% 全球營運據點範疇一及二（市場別）絕對排放量下降 90% 及範疇三下降 25% 的科學減碳目標，2050 年達成淨零排放的目標，並將持續以 1.5°C 減排路徑作為內部深度去碳的管理依據，驅動內部低碳轉型、開發創新產品與服務。2024 年台達全球營運據點範疇一及二排放量較基準年 2021 年下降 53.6%，連續三年達成階段性 SBT，並超前原定應下降 30% 的目標，展現台達實踐 SBT 的決心和長期承諾，亦與價值鏈夥伴持續共同促進低碳經濟成長。,E,Yes,提出以 2021 年為基準年，2030 年 100% 全球營運據點範疇一及二（市場別）絕對排放量下降 90% 及範疇三下降 25% 的科學減碳目標，2050 年達成淨零排放的目標，並將持續以 1.5°C 減排路徑作為內部深度去碳的管理依據，驅動內部低碳轉型、開發創新產品與服務。,between_2_and_5_years,Yes,2024 年台達全球營運據點範疇一及二排放量較基準年 2021 年下降 53.6%，連續三年達成階段性 SBT，並超前原定應下降 30% 的目標，展現台達實踐 SBT 的決心和長期承諾，亦與價值鏈夥伴持續共同促進低碳經濟成長。,Clear
10509,國泰金控更訂定氣候風險胃納聲明與控管機制，參考外部資料為受氣候變遷影響的高風險產業設定限額，並定期監控曝險變化，以將氣候風險因子整合於投資融資決策流程中。為減緩氣候變遷，國泰金控針對煤炭及非常規石油及天然氣產業訂定減碳策略及目標，提升營運韌性，邁向低碳永續未來。,E,Yes,國泰金控更訂定氣候風險胃納聲明與控管機制，參考外部資料為受氣候變遷影響的高風險產業設定限額，並定期監控曝險變化，以將氣候風險因子整合於投資融資決策流程中。,between_2_and_5_years,Yes,為減緩氣候變遷，國泰金控針對煤炭及非常規石油及天然氣產業訂定減碳策略及目標，提升營運韌性，邁向低碳永續未來。,Clear
10510,"2024 年本公司產出之事業廢棄物共 191,535 噸，其中經由分類、回收、再使用及再生利用等資源化處理措施共 159,263 噸，占總產出量達 83.2%，其餘以焚化或掩埋等方式處理之一般事業廢棄物為 30,340 噸，有害事業廢棄物 1,932 噸。",E,No,,N/A,No,,N/A
10511,"強化資訊安全相關管理制度遵循、落實資訊安全評估作業、配合主管機關「金融資安資訊分享平臺 (Financial Information Sharing and Analysis Center, 簡稱 F-ISAC)」之運作、持續強化集團資安防護能力等。",G,Yes,強化資訊安全相關管理制度遵循、落實資訊安全評估作業、持續強化集團資安防護能力等。,between_2_and_5_years,No,,N/A
10512,亦針對重要資訊系統與網路服務建置的營運持續計畫，詳情請參閱CH1.6資訊安全。2024年4月3日花蓮發生芮氏規模7.1地震，台泥於第一時間啟動營運持續計畫，維持重要營運項目並儘速回復正常營運，減輕災害帶來的衝擊。台泥持續依災害管理四階段(減災、整備、應變、復原)，強化營運與應對天災的韌性。,G,Yes,強化營運與應對天災的韌性。,already,Yes,2024年4月3日花蓮發生芮氏規模7.1地震，台泥於第一時間啟動營運持續計畫，維持重要營運項目並儘速回復正常營運，減輕災害帶來的衝擊。,Clear
10513,二、機會層面：透過所辨識之氣候短中長期機會，評估對企業之業務、策略及財務影響。  • 短期：  (1)「產品和服務面」：推動永續績效連結授信(SLL)、永續發展債券、永續發展連結債券(SLB)、永續發展定期存款等商品、遵循赤道原則規範落實盡職授信並建立與客戶議合機制、分享循環經濟概念或提供貸款利率減降優惠引導客戶轉型、提供低環境衝擊之產品與服務，特別在溫室氣體的排放減量或氣候變遷的調適。  (2)「資源效率」：自用或投資用不動產於設備建置或汰換時，優先考量具節能環保標章之設備(如空調、照明)，並於每年進行ISO 50001能源管理時研議可再精進之節能措施。  • 中期：「市場機會」 - 增加投資綠色債券、可持續發展債券、連結氣候相關發展績效目標之永續發展連結債券(SLB)等永續發展債券，協助綠色產業發展，如將資金導入積極發展前瞻經濟活動之企業、增加投融資於綠電及再生能源相關產業、增加對具有正向環境衝擊且有資金需求公司之綠色企業優惠貸款專案，或投入政府或企業再生能源的產生行列，持續評估再生能源產業的投資機會，以順應環境永續發展趨勢。  • 長期：「提高組織韌性」 - 營運據點避免選定高實體風險區域。,E,Yes,推動永續績效連結授信(SLL)、永續發展債券、永續發展連結債券(SLB)、永續發展定期存款等商品、遵循赤道原則規範落實盡職授信並建立與客戶議合機制、分享循環經濟概念或提供貸款利率減降優惠引導客戶轉型、提供低環境衝擊之產品與服務，特別在溫室氣體的排放減量或氣候變遷的調適。,between_2_and_5_years,Yes,自用或投資用不動產於設備建置或汰換時，優先考量具節能環保標章之設備(如空調、照明)，並於每年進行ISO 50001能源管理時研議可再精進之節能措施。增加投資綠色債券、可持續發展債券、連結氣候相關發展績效目標之永續發展連結債券(SLB)等永續發展債券，協助綠色產業發展，如將資金導入積極發展前瞻經濟活動之企業、增加投融資於綠電及再生能源相關產業、增加對具有正向環境衝擊且有資金需求公司之綠色企業優惠貸款專案，或投入政府或企業再生能源的產生行列，持續評估再生能源產業的投資機會，以順應環境永續發展趨勢。營運據點避免選定高實體風險區域。,Clear
